Id,Sentiment,Text Tweet,cleaned_text,label,Text Tweet_len,punct,token,stop,stemmed
205,1,"Terima kasih sudah menonton acara #kickandy eps ubah mimpimu jadi tindakan, semoga bermanfaat",terima kasih sudah menonton acara  kickandy eps ubah mimpimu jadi tindakan  semoga bermanfaat,0.0,81,2.5,"['terima', 'kasih', 'sudah', 'menonton', 'acara', 'kickandy', 'eps', 'ubah', 'mimpimu', 'jadi', 'tindakan', 'semoga', 'bermanfaat']","['terima', 'kasih', 'menonton', 'acara', 'kickandy', 'eps', 'ubah', 'mimpimu', 'jadi', 'tindakan', 'semoga', 'bermanfaat']","['terima', 'kasih', 'tonton', 'acara', 'kickandy', 'eps', 'ubah', 'mimpi', 'jadi', 'tindak', 'moga', 'manfaat']"
206,1,Temukan lentera jiwamu #kickandy #mahasiswaum,temukan lentera jiwamu  kickandy  mahasiswaum,0.0,41,4.9,"['temukan', 'lentera', 'jiwamu', 'kickandy', 'mahasiswaum']","['temukan', 'lentera', 'jiwamu', 'kickandy', 'mahasiswaum']","['temu', 'lentera', 'jiwa', 'kickandy', 'mahasiswaum']"
207,1,Agung.. Saya akan undang lagi.. Untuk bercerita banyak tentang perjalanan kehidupanmu.. #KickAndy,agung   saya akan undang lagi   untuk bercerita banyak tentang perjalanan kehidupanmu    kickandy,0.0,86,8.1,"['agung', 'saya', 'akan', 'undang', 'lagi', 'untuk', 'bercerita', 'banyak', 'tentang', 'perjalanan', 'kehidupanmu', 'kickandy']","['agung', 'undang', 'bercerita', 'banyak', 'perjalanan', 'kehidupanmu', 'kickandy']","['agung', 'undang', 'cerita', 'banyak', 'jalan', 'hidup', 'kickandy']"
208,1,PARA MUSISI YG MENGGELORAKAN SEMANGAT NASIONALISME DAN KEBHINEKAAN UNJUK GIGI #KICKANDY NKRI HARGA MATI...,para musisi yg menggelorakan semangat nasionalisme dan kebhinekaan unjuk gigi  kickandy nkri harga mati   ,0.0,93,4.3,"['para', 'musisi', 'yg', 'menggelorakan', 'semangat', 'nasionalisme', 'dan', 'kebhinekaan', 'unjuk', 'gigi', 'kickandy', 'nkri', 'harga', 'mati']","['musisi', 'yg', 'menggelorakan', 'semangat', 'nasionalisme', 'kebhinekaan', 'unjuk', 'gigi', 'kickandy', 'nkri', 'harga', 'mati']","['musisi', 'yg', 'gelora', 'semangat', 'nasionalisme', 'kebhinekaan', 'unjuk', 'gigi', 'kickandy', 'nkri', 'harga', 'mati']"
209,1,Anak2 mulai berimajinasi. #kickandy,anak  mulai berimajinasi   kickandy,0.0,32,6.2,"['anak', 'mulai', 'berimajinasi', 'kickandy']","['anak', 'mulai', 'berimajinasi', 'kickandy']","['anak', 'mulai', 'imajinasi', 'kickandy']"
210,1,CARA GILA MENDAKI GUNUNG #KickAndy Luar Biasa Mantap Jiwa,cara gila mendaki gunung  kickandy luar biasa mantap jiwa,0.0,49,2.0,"['cara', 'gila', 'mendaki', 'gunung', 'kickandy', 'luar', 'biasa', 'mantap', 'jiwa']","['cara', 'gila', 'mendaki', 'gunung', 'kickandy', 'luar', 'biasa', 'mantap', 'jiwa']","['cara', 'gila', 'daki', 'gunung', 'kickandy', 'luar', 'biasa', 'mantap', 'jiwa']"
211,1,sayangilah alam niscaya alam akan menyayangimu #kickAndy,sayangilah alam niscaya alam akan menyayangimu  kickandy,0.0,50,2.0,"['sayangilah', 'alam', 'niscaya', 'alam', 'akan', 'menyayangimu', 'kickandy']","['sayangilah', 'alam', 'niscaya', 'alam', 'menyayangimu', 'kickandy']","['sayang', 'alam', 'niscaya', 'alam', 'sayang', 'kickandy']"
212,1,mantan narapidana pun dirangkulnya untuk dicarikan pekerjaan untuk menjalani hidup yg lbh baik lagi,mantan narapidana pun dirangkulnya untuk dicarikan pekerjaan untuk menjalani hidup yg lbh baik lagi,0.0,86,0.0,"['mantan', 'narapidana', 'pun', 'dirangkulnya', 'untuk', 'dicarikan', 'pekerjaan', 'untuk', 'menjalani', 'hidup', 'yg', 'lbh', 'baik', 'lagi']","['mantan', 'narapidana', 'dirangkulnya', 'dicarikan', 'pekerjaan', 'menjalani', 'hidup', 'yg', 'lbh', 'baik']","['mantan', 'narapidana', 'rangkul', 'cari', 'kerja', 'jalan', 'hidup', 'yg', 'lbh', 'baik']"
213,1,Agung @eevnxx mampu membuktikan sebuah karya yg mengagumkan bisa dihasilkan dgn belajar scr otodidak,agung  eevnxx mampu membuktikan sebuah karya yg mengagumkan bisa dihasilkan dgn belajar scr otodidak,0.0,87,1.0999999999999999,"['agung', 'eevnxx', 'mampu', 'membuktikan', 'sebuah', 'karya', 'yg', 'mengagumkan', 'bisa', 'dihasilkan', 'dgn', 'belajar', 'scr', 'otodidak']","['agung', 'eevnxx', 'mampu', 'membuktikan', 'sebuah', 'karya', 'yg', 'mengagumkan', 'dihasilkan', 'dgn', 'belajar', 'scr', 'otodidak']","['agung', 'eevnxx', 'mampu', 'bukti', 'buah', 'karya', 'yg', 'kagum', 'hasil', 'dgn', 'ajar', 'scr', 'otodidak']"
214,1,Salah satu kejadian yang membuat penonton tertawa saat agung hapsah muncul #KickAndy,salah satu kejadian yang membuat penonton tertawa saat agung hapsah muncul  kickandy,0.0,73,1.4000000000000001,"['salah', 'satu', 'kejadian', 'yang', 'membuat', 'penonton', 'tertawa', 'saat', 'agung', 'hapsah', 'muncul', 'kickandy']","['salah', 'satu', 'kejadian', 'membuat', 'penonton', 'tertawa', 'agung', 'hapsah', 'muncul', 'kickandy']","['salah', 'satu', 'jadi', 'buat', 'tonton', 'tertawa', 'agung', 'hapsah', 'muncul', 'kickandy']"
215,1,Agung akan diundang  Untuk bercerita banyak tentang perjalanan kehidupanmu.. #KickAndy,agung akan diundang  untuk bercerita banyak tentang perjalanan kehidupanmu    kickandy,0.0,76,3.9,"['agung', 'akan', 'diundang', 'untuk', 'bercerita', 'banyak', 'tentang', 'perjalanan', 'kehidupanmu', 'kickandy']","['agung', 'diundang', 'bercerita', 'banyak', 'perjalanan', 'kehidupanmu', 'kickandy']","['agung', 'undang', 'cerita', 'banyak', 'jalan', 'hidup', 'kickandy']"
216,1,Jatuh lalu bangkit Untuk membantu sesama #Kickandy,jatuh lalu bangkit untuk membantu sesama  kickandy,0.0,44,2.3,"['jatuh', 'lalu', 'bangkit', 'untuk', 'membantu', 'sesama', 'kickandy']","['jatuh', 'lalu', 'bangkit', 'membantu', 'sesama', 'kickandy']","['jatuh', 'lalu', 'bangkit', 'bantu', 'sama', 'kickandy']"
217,1,Rasa bangga itu ada setelah saya bs menyumbang karya kecil buat NKRI Ronny #KickAndy patut acungi jempol,rasa bangga itu ada setelah saya bs menyumbang karya kecil buat nkri ronny  kickandy patut acungi jempol,0.0,88,1.0999999999999999,"['rasa', 'bangga', 'itu', 'ada', 'setelah', 'saya', 'bs', 'menyumbang', 'karya', 'kecil', 'buat', 'nkri', 'ronny', 'kickandy', 'patut', 'acungi', 'jempol']","['rasa', 'bangga', 'bs', 'menyumbang', 'karya', 'kecil', 'buat', 'nkri', 'ronny', 'kickandy', 'patut', 'acungi', 'jempol']","['rasa', 'bangga', 'bs', 'sumbang', 'karya', 'kecil', 'buat', 'nkri', 'ronny', 'kickandy', 'patut', 'acung', 'jempol']"
218,1,"Sahabat Gimbal Alas, nanti malam jangan lupa ya nonton #KickAndy Cara Gila Mendaki Gunung ala Cak Tarpin",sahabat gimbal alas  nanti malam jangan lupa ya nonton  kickandy cara gila mendaki gunung ala cak tarpin,0.0,88,2.3,"['sahabat', 'gimbal', 'alas', 'nanti', 'malam', 'jangan', 'lupa', 'ya', 'nonton', 'kickandy', 'cara', 'gila', 'mendaki', 'gunung', 'ala', 'cak', 'tarpin']","['sahabat', 'gimbal', 'alas', 'malam', 'jangan', 'lupa', 'nonton', 'kickandy', 'cara', 'gila', 'mendaki', 'gunung', 'ala', 'cak', 'tarpin']","['sahabat', 'gimbal', 'alas', 'malam', 'jangan', 'lupa', 'nonton', 'kickandy', 'cara', 'gila', 'daki', 'gunung', 'ala', 'cak', 'tarpin']"
219,1,"Hanya orang takut yang bisa berani, karena keberanian http://ekhs7903.m.nomor1.com/ekhs7903/menulis-adalah-kesenangan-saya.htm … #kickandy",hanya orang takut yang bisa berani  karena keberanian http   ekhs     m nomor  com ekhs     menulis adalah kesenangan saya htm    kickandy,0.0,128,10.9,"['hanya', 'orang', 'takut', 'yang', 'bisa', 'berani', 'karena', 'keberanian', 'http', 'ekhs', 'm', 'nomor', 'com', 'ekhs', 'menulis', 'adalah', 'kesenangan', 'saya', 'htm', 'kickandy']","['orang', 'takut', 'berani', 'keberanian', 'http', 'ekhs', 'm', 'nomor', 'com', 'ekhs', 'menulis', 'kesenangan', 'htm', 'kickandy']","['orang', 'takut', 'berani', 'berani', 'http', 'ekhs', 'm', 'nomor', 'com', 'ekhs', 'tulis', 'senang', 'htm', 'kickandy']"
220,1,#kickandy Anda hanya dekat dengan mereka yang Anda sukai. Dan Anda menghindari orang yag tidak Anda sukai, kickandy anda hanya dekat dengan mereka yang anda sukai  dan anda menghindari orang yag tidak anda sukai,0.0,89,2.1999999999999997,"['kickandy', 'anda', 'hanya', 'dekat', 'dengan', 'mereka', 'yang', 'anda', 'sukai', 'dan', 'anda', 'menghindari', 'orang', 'yag', 'tidak', 'anda', 'sukai']","['kickandy', 'dekat', 'sukai', 'menghindari', 'orang', 'yag', 'sukai']","['kickandy', 'dekat', 'suka', 'hindar', 'orang', 'yag', 'suka']"
221,1,Anak 16Th yang berfikir dewasa mampu mampu membiyayai sekolahnya sendiri dengan cara membajak sawah #kickandy @Metro_TV @MetroTVToday,anak   th yang berfikir dewasa mampu mampu membiyayai sekolahnya sendiri dengan cara membajak sawah  kickandy  metro tv  metrotvtoday,0.0,117,3.4000000000000004,"['anak', 'th', 'yang', 'berfikir', 'dewasa', 'mampu', 'mampu', 'membiyayai', 'sekolahnya', 'sendiri', 'dengan', 'cara', 'membajak', 'sawah', 'kickandy', 'metro', 'tv', 'metrotvtoday']","['anak', 'th', 'berfikir', 'dewasa', 'mampu', 'mampu', 'membiyayai', 'sekolahnya', 'sendiri', 'cara', 'membajak', 'sawah', 'kickandy', 'metro', 'tv', 'metrotvtoday']","['anak', 'th', 'berfikir', 'dewasa', 'mampu', 'mampu', 'membiyayai', 'sekolah', 'sendiri', 'cara', 'bajak', 'sawah', 'kickandy', 'metro', 'tv', 'metrotvtoday']"
222,1,"kangen lagi nonton #kickandy sama ayah, ayah langsung bilang, seharusnya kamu bersyukur",kangen lagi nonton  kickandy sama ayah  ayah langsung bilang  seharusnya kamu bersyukur,0.0,76,3.9,"['kangen', 'lagi', 'nonton', 'kickandy', 'sama', 'ayah', 'ayah', 'langsung', 'bilang', 'seharusnya', 'kamu', 'bersyukur']","['kangen', 'nonton', 'kickandy', 'sama', 'ayah', 'ayah', 'langsung', 'bilang', 'kamu', 'bersyukur']","['kangen', 'nonton', 'kickandy', 'sama', 'ayah', 'ayah', 'langsung', 'bilang', 'kamu', 'syukur']"
223,1,#kickandy @KickAndyShow siang ini jg jadi ajang reuni sahabat kosti DKI dan kosti Jateng, kickandy  kickandyshow siang ini jg jadi ajang reuni sahabat kosti dki dan kosti jateng,0.0,75,2.7,"['kickandy', 'kickandyshow', 'siang', 'ini', 'jg', 'jadi', 'ajang', 'reuni', 'sahabat', 'kosti', 'dki', 'dan', 'kosti', 'jateng']","['kickandy', 'kickandyshow', 'siang', 'jg', 'jadi', 'ajang', 'reuni', 'sahabat', 'kosti', 'dki', 'kosti', 'jateng']","['kickandy', 'kickandyshow', 'siang', 'jg', 'jadi', 'ajang', 'reuni', 'sahabat', 'kosti', 'dki', 'kosti', 'jateng']"
224,1,Bapak ku lucu ya #kickandy,bapak ku lucu ya  kickandy,0.0,22,4.5,"['bapak', 'ku', 'lucu', 'ya', 'kickandy']","['bapak', 'ku', 'lucu', 'kickandy']","['bapak', 'ku', 'lucu', 'kickandy']"
225,1,"besok pagi harus UTS, jd pulang duluan cuma poto bareng gambarnya #kickandy @KickAndyShow",besok pagi harus uts  jd pulang duluan cuma poto bareng gambarnya  kickandy  kickandyshow,0.0,77,3.9,"['besok', 'pagi', 'harus', 'uts', 'jd', 'pulang', 'duluan', 'cuma', 'poto', 'bareng', 'gambarnya', 'kickandy', 'kickandyshow']","['besok', 'pagi', 'uts', 'jd', 'pulang', 'duluan', 'cuma', 'poto', 'bareng', 'gambarnya', 'kickandy', 'kickandyshow']","['besok', 'pagi', 'uts', 'jd', 'pulang', 'duluan', 'cuma', 'poto', 'bareng', 'gambar', 'kickandy', 'kickandyshow']"
226,1,Bahagianya Masuk Tv bersama Kawan #kickandy @ Kick Andy… https://www.instagram.com/p/BTGua2KhkXQ/,bahagianya masuk tv bersama kawan  kickandy   kick andy  https   www instagram com p btgua khkxq ,0.0,88,11.4,"['bahagianya', 'masuk', 'tv', 'bersama', 'kawan', 'kickandy', 'kick', 'andy', 'https', 'www', 'instagram', 'com', 'p', 'btgua', 'khkxq']","['bahagianya', 'masuk', 'tv', 'bersama', 'kawan', 'kickandy', 'kick', 'andy', 'https', 'www', 'instagram', 'com', 'p', 'btgua', 'khkxq']","['bahagia', 'masuk', 'tv', 'sama', 'kawan', 'kickandy', 'kick', 'andy', 'https', 'www', 'instagram', 'com', 'p', 'btgua', 'khkxq']"
227,1,Keren dan kocak nih tamu #kickAndy mereka-mereka yg memang lomba design yg berasal dari Malang,keren dan kocak nih tamu  kickandy mereka mereka yg memang lomba design yg berasal dari malang,0.0,80,2.5,"['keren', 'dan', 'kocak', 'nih', 'tamu', 'kickandy', 'mereka', 'mereka', 'yg', 'memang', 'lomba', 'design', 'yg', 'berasal', 'dari', 'malang']","['keren', 'kocak', 'nih', 'tamu', 'kickandy', 'yg', 'memang', 'lomba', 'design', 'yg', 'berasal', 'malang']","['keren', 'kocak', 'nih', 'tamu', 'kickandy', 'yg', 'memang', 'lomba', 'design', 'yg', 'asal', 'malang']"
228,1,"lucu ni bapak, bikin ketawa terus, persis kayak di tv #kickandy http://ift.tt/2o1rW9W",lucu ni bapak  bikin ketawa terus  persis kayak di tv  kickandy http   ift tt  o rw w,0.0,74,10.8,"['lucu', 'ni', 'bapak', 'bikin', 'ketawa', 'terus', 'persis', 'kayak', 'di', 'tv', 'kickandy', 'http', 'ift', 'tt', 'o', 'rw', 'w']","['lucu', 'ni', 'bapak', 'bikin', 'ketawa', 'terus', 'persis', 'kayak', 'tv', 'kickandy', 'http', 'ift', 'tt', 'o', 'rw', 'w']","['lucu', 'ni', 'bapak', 'bikin', 'ketawa', 'terus', 'persis', 'kayak', 'tv', 'kickandy', 'http', 'ift', 'tt', 'o', 'rw', 'w']"
229,1,Terima Kasih #kickandy sudah menginspirasi saya membuka mata banyak orang karena kesetiaan yang teruji itulah Cinta yang sesungguhnya,terima kasih  kickandy sudah menginspirasi saya membuka mata banyak orang karena kesetiaan yang teruji itulah cinta yang sesungguhnya,0.0,116,0.8999999999999999,"['terima', 'kasih', 'kickandy', 'sudah', 'menginspirasi', 'saya', 'membuka', 'mata', 'banyak', 'orang', 'karena', 'kesetiaan', 'yang', 'teruji', 'itulah', 'cinta', 'yang', 'sesungguhnya']","['terima', 'kasih', 'kickandy', 'menginspirasi', 'membuka', 'mata', 'banyak', 'orang', 'kesetiaan', 'teruji', 'cinta', 'sesungguhnya']","['terima', 'kasih', 'kickandy', 'inspirasi', 'buka', 'mata', 'banyak', 'orang', 'setia', 'uji', 'cinta', 'sungguh']"
230,1,Cinta itu agung. Tuhan itu luar biasa. #KickAndy,cinta itu agung  tuhan itu luar biasa   kickandy,0.0,41,7.3,"['cinta', 'itu', 'agung', 'tuhan', 'itu', 'luar', 'biasa', 'kickandy']","['cinta', 'agung', 'tuhan', 'luar', 'biasa', 'kickandy']","['cinta', 'agung', 'tuhan', 'luar', 'biasa', 'kickandy']"
231,1,riasan terbaik seorang wanita adalah semangat dan rasa percaya dirinya.. #kickandy,riasan terbaik seorang wanita adalah semangat dan rasa percaya dirinya    kickandy,0.0,72,4.2,"['riasan', 'terbaik', 'seorang', 'wanita', 'adalah', 'semangat', 'dan', 'rasa', 'percaya', 'dirinya', 'kickandy']","['riasan', 'terbaik', 'seorang', 'wanita', 'semangat', 'rasa', 'percaya', 'dirinya', 'kickandy']","['rias', 'baik', 'orang', 'wanita', 'semangat', 'rasa', 'percaya', 'diri', 'kickandy']"
232,1,Nonton #kickandy. Menginspirasi sekali,nonton  kickandy  menginspirasi sekali,0.0,35,5.7,"['nonton', 'kickandy', 'menginspirasi', 'sekali']","['nonton', 'kickandy', 'menginspirasi', 'sekali']","['nonton', 'kickandy', 'inspirasi', 'sekali']"
233,1,"#kickandy kita mendukung Ahok, karena orang baik @KickAndyShow @Metro_TV", kickandy kita mendukung ahok  karena orang baik  kickandyshow  metro tv,0.0,64,7.8,"['kickandy', 'kita', 'mendukung', 'ahok', 'karena', 'orang', 'baik', 'kickandyshow', 'metro', 'tv']","['kickandy', 'mendukung', 'ahok', 'orang', 'baik', 'kickandyshow', 'metro', 'tv']","['kickandy', 'dukung', 'ahok', 'orang', 'baik', 'kickandyshow', 'metro', 'tv']"
234,1,Mantap pak ahok #kickandy,mantap pak ahok  kickandy,0.0,22,4.5,"['mantap', 'pak', 'ahok', 'kickandy']","['mantap', 'pak', 'ahok', 'kickandy']","['mantap', 'pak', 'ahok', 'kickandy']"
235,1,Manusia bersih pasti berani #KickAndy #TamuAhok,manusia bersih pasti berani  kickandy  tamuahok,0.0,42,4.8,"['manusia', 'bersih', 'pasti', 'berani', 'kickandy', 'tamuahok']","['manusia', 'bersih', 'berani', 'kickandy', 'tamuahok']","['manusia', 'bersih', 'berani', 'kickandy', 'tamuahok']"
236,1,Suka dengan nasehat Pak Analta Amir yg meminta Ahok menyaring ucapan #kickand,suka dengan nasehat pak analta amir yg meminta ahok menyaring ucapan  kickand,0.0,66,1.5,"['suka', 'dengan', 'nasehat', 'pak', 'analta', 'amir', 'yg', 'meminta', 'ahok', 'menyaring', 'ucapan', 'kickand']","['suka', 'nasehat', 'pak', 'analta', 'amir', 'yg', 'meminta', 'ahok', 'menyaring', 'ucapan', 'kickand']","['suka', 'nasehat', 'pak', 'analta', 'amir', 'yg', 'minta', 'ahok', 'nyaring', 'ucap', 'kickand']"
237,1,"Nonton #kickandy Menarik, membuka pikiran, menginspirasi. Sukses selalu",nonton  kickandy menarik  membuka pikiran  menginspirasi  sukses selalu,0.0,64,6.2,"['nonton', 'kickandy', 'menarik', 'membuka', 'pikiran', 'menginspirasi', 'sukses', 'selalu']","['nonton', 'kickandy', 'menarik', 'membuka', 'pikiran', 'menginspirasi', 'sukses', 'selalu']","['nonton', 'kickandy', 'tarik', 'buka', 'pikir', 'inspirasi', 'sukses', 'selalu']"
238,1,inilah jagoan saya!! hahahaha #kickandy,inilah jagoan saya   hahahaha  kickandy,0.0,35,8.6,"['inilah', 'jagoan', 'saya', 'hahahaha', 'kickandy']","['inilah', 'jagoan', 'hahahaha', 'kickandy']","['ini', 'jago', 'hahahaha', 'kickandy']"
239,1,Salut lah sama orang2 kek gitu #kickandy,salut lah sama orang  kek gitu  kickandy,0.0,34,2.9000000000000004,"['salut', 'lah', 'sama', 'orang', 'kek', 'gitu', 'kickandy']","['salut', 'lah', 'sama', 'orang', 'kek', 'gitu', 'kickandy']","['salut', 'lah', 'sama', 'orang', 'kek', 'gitu', 'kickandy']"
240,1,@KickAndyShow semoga tambah ok dan panjang umur. semoga acara nanti malam lancar #kickandy, kickandyshow semoga tambah ok dan panjang umur  semoga acara nanti malam lancar  kickandy,0.0,78,3.8,"['kickandyshow', 'semoga', 'tambah', 'ok', 'dan', 'panjang', 'umur', 'semoga', 'acara', 'nanti', 'malam', 'lancar', 'kickandy']","['kickandyshow', 'semoga', 'tambah', 'panjang', 'umur', 'semoga', 'acara', 'malam', 'lancar', 'kickandy']","['kickandyshow', 'moga', 'tambah', 'panjang', 'umur', 'moga', 'acara', 'malam', 'lancar', 'kickandy']"
241,1,Ajang orang-orang saling menginspirasi. #kickandy #kickandyheroes2017,ajang orang orang saling menginspirasi   kickandy  kickandyheroes    ,0.0,64,6.2,"['ajang', 'orang', 'orang', 'saling', 'menginspirasi', 'kickandy', 'kickandyheroes']","['ajang', 'orang', 'orang', 'saling', 'menginspirasi', 'kickandy', 'kickandyheroes']","['ajang', 'orang', 'orang', 'saling', 'inspirasi', 'kickandy', 'kickandyheroes']"
242,1,"Suara Penta Boys ini memang keren banget, pantas jadi juara 1 di Rumania #KickAndy",suara penta boys ini memang keren banget  pantas jadi juara   di rumania  kickandy,0.0,69,2.9000000000000004,"['suara', 'penta', 'boys', 'ini', 'memang', 'keren', 'banget', 'pantas', 'jadi', 'juara', 'di', 'rumania', 'kickandy']","['suara', 'penta', 'boys', 'memang', 'keren', 'banget', 'pantas', 'jadi', 'juara', 'rumania', 'kickandy']","['suara', 'penta', 'boys', 'memang', 'keren', 'banget', 'pantas', 'jadi', 'juara', 'rumania', 'kickandy']"
243,1,penta Boys ini masih eksis saja dan saya suka suara mereka. Keren #KickAndyp,penta boys ini masih eksis saja dan saya suka suara mereka  keren  kickandyp,0.0,64,3.1,"['penta', 'boys', 'ini', 'masih', 'eksis', 'saja', 'dan', 'saya', 'suka', 'suara', 'mereka', 'keren', 'kickandyp']","['penta', 'boys', 'eksis', 'suka', 'suara', 'keren', 'kickandyp']","['penta', 'boys', 'eks', 'suka', 'suara', 'keren', 'kickandyp']"
244,1,"Rupanya, terselip beberapa detik di Kick Andy. Keren dan luar biasa",rupanya  terselip beberapa detik di kick andy  keren dan luar biasa,0.0,57,3.5000000000000004,"['rupanya', 'terselip', 'beberapa', 'detik', 'di', 'kick', 'andy', 'keren', 'dan', 'luar', 'biasa']","['rupanya', 'terselip', 'beberapa', 'detik', 'kick', 'andy', 'keren', 'luar', 'biasa']","['rupa', 'selip', 'beberapa', 'detik', 'kick', 'andy', 'keren', 'luar', 'biasa']"
245,1,Terimakasih #kickAndy,terimakasih  kickandy,0.0,20,5.0,"['terimakasih', 'kickandy']","['terimakasih', 'kickandy']","['terimakasih', 'kickandy']"
246,1,Tayangan yang sangat inspiratif yang banyak memberi motivasi kepada kita untuk lebih bisa mencintai orang-orang disabilitas #kickandy,tayangan yang sangat inspiratif yang banyak memberi motivasi kepada kita untuk lebih bisa mencintai orang orang disabilitas  kickandy,0.0,117,1.7000000000000002,"['tayangan', 'yang', 'sangat', 'inspiratif', 'yang', 'banyak', 'memberi', 'motivasi', 'kepada', 'kita', 'untuk', 'lebih', 'bisa', 'mencintai', 'orang', 'orang', 'disabilitas', 'kickandy']","['tayangan', 'sangat', 'inspiratif', 'banyak', 'memberi', 'motivasi', 'lebih', 'mencintai', 'orang', 'orang', 'disabilitas', 'kickandy']","['tayang', 'sangat', 'inspiratif', 'banyak', 'beri', 'motivasi', 'lebih', 'cinta', 'orang', 'orang', 'disabilitas', 'kickandy']"
247,1,"perjuagan mereka istimewa, krn mampu menembus keterbatasan sbg rasa syukur pada Allah, sangat menginspirasi. #KickAndy",perjuagan mereka istimewa  krn mampu menembus keterbatasan sbg rasa syukur pada allah  sangat menginspirasi   kickandy,0.0,104,3.8,"['perjuagan', 'mereka', 'istimewa', 'krn', 'mampu', 'menembus', 'keterbatasan', 'sbg', 'rasa', 'syukur', 'pada', 'allah', 'sangat', 'menginspirasi', 'kickandy']","['perjuagan', 'istimewa', 'krn', 'mampu', 'menembus', 'keterbatasan', 'sbg', 'rasa', 'syukur', 'allah', 'sangat', 'menginspirasi', 'kickandy']","['perjuagan', 'istimewa', 'krn', 'mampu', 'tembus', 'batas', 'sbg', 'rasa', 'syukur', 'allah', 'sangat', 'inspirasi', 'kickandy']"
248,1,Syukurilah atas kehidupanmu saat ini #kickandy,syukurilah atas kehidupanmu saat ini  kickandy,0.0,41,2.4,"['syukurilah', 'atas', 'kehidupanmu', 'saat', 'ini', 'kickandy']","['syukurilah', 'atas', 'kehidupanmu', 'kickandy']","['syukur', 'atas', 'hidup', 'kickandy']"
249,1,"Acara yang sangat menginspirasi sekali, salut #kickandy",acara yang sangat menginspirasi sekali  salut  kickandy,0.0,49,4.1000000000000005,"['acara', 'yang', 'sangat', 'menginspirasi', 'sekali', 'salut', 'kickandy']","['acara', 'sangat', 'menginspirasi', 'sekali', 'salut', 'kickandy']","['acara', 'sangat', 'inspirasi', 'sekali', 'salut', 'kickandy']"
250,1,"suka dengan semua tamu yang diundang, pasti menginspirasi #kickandy",suka dengan semua tamu yang diundang  pasti menginspirasi  kickandy,0.0,59,3.4000000000000004,"['suka', 'dengan', 'semua', 'tamu', 'yang', 'diundang', 'pasti', 'menginspirasi', 'kickandy']","['suka', 'semua', 'tamu', 'diundang', 'menginspirasi', 'kickandy']","['suka', 'semua', 'tamu', 'undang', 'inspirasi', 'kickandy']"
251,0,kalo udah di puncak jangan lupa sampahnya di bawa turun lagi karena alam bukan tempat nyampah stop nyampah di gunung #kickandy,kalo udah di puncak jangan lupa sampahnya di bawa turun lagi karena alam bukan tempat nyampah stop nyampah di gunung  kickandy,,106,0.8999999999999999,"['kalo', 'udah', 'di', 'puncak', 'jangan', 'lupa', 'sampahnya', 'di', 'bawa', 'turun', 'lagi', 'karena', 'alam', 'bukan', 'tempat', 'nyampah', 'stop', 'nyampah', 'di', 'gunung', 'kickandy']","['kalo', 'udah', 'puncak', 'jangan', 'lupa', 'sampahnya', 'bawa', 'turun', 'alam', 'bukan', 'tempat', 'nyampah', 'stop', 'nyampah', 'gunung', 'kickandy']","['kalo', 'udah', 'puncak', 'jangan', 'lupa', 'sampah', 'bawa', 'turun', 'alam', 'bukan', 'tempat', 'nyampah', 'stop', 'nyampah', 'gunung', 'kickandy']"
252,0,RT @KickAndyShow: 61 WNA terancam dideportasi dan lia @gracialia terancam dipidanakan,rt  kickandyshow     wna terancam dideportasi dan lia  gracialia terancam dipidanakan,,75,4.0,"['rt', 'kickandyshow', 'wna', 'terancam', 'dideportasi', 'dan', 'lia', 'gracialia', 'terancam', 'dipidanakan']","['rt', 'kickandyshow', 'wna', 'terancam', 'dideportasi', 'lia', 'gracialia', 'terancam', 'dipidanakan']","['rt', 'kickandyshow', 'wna', 'ancam', 'deportasi', 'lia', 'gracialia', 'ancam', 'pidana']"
253,0,Lebih baik menyalakan lilin daripada mengumpat kepada kegelapan #pejuangtangguh #kickandy,lebih baik menyalakan lilin daripada mengumpat kepada kegelapan  pejuangtangguh  kickandy,,80,2.5,"['lebih', 'baik', 'menyalakan', 'lilin', 'daripada', 'mengumpat', 'kepada', 'kegelapan', 'pejuangtangguh', 'kickandy']","['lebih', 'baik', 'menyalakan', 'lilin', 'mengumpat', 'kegelapan', 'pejuangtangguh', 'kickandy']","['lebih', 'baik', 'nyala', 'lilin', 'umpat', 'gelap', 'pejuangtangguh', 'kickandy']"
254,0,"aku ga mau bohongi diri sendiri. Gimbal Alas, Malang. #kickandy",aku ga mau bohongi diri sendiri  gimbal alas  malang   kickandy,,54,7.3999999999999995,"['aku', 'ga', 'mau', 'bohongi', 'diri', 'sendiri', 'gimbal', 'alas', 'malang', 'kickandy']","['aku', 'ga', 'mau', 'bohongi', 'diri', 'sendiri', 'gimbal', 'alas', 'malang', 'kickandy']","['aku', 'ga', 'mau', 'bohong', 'diri', 'sendiri', 'gimbal', 'alas', 'malang', 'kickandy']"
